"sale_id","sale_date","customer_id","product_id","quantity","unit_price","discount","sales_rep_id","region_id","sales_sum"
S00120,2021-01-14,C001,P003,9,24.3,0.05,SR01,R01,207.764993313923
S00121,2021-05-07,C003,P004,5,73.11,0.1,SR03,R01,328.99500220187
S00122,2022-11-30,C003,P004,4,77.56,0.0,SR03,R02,310.239990234375
S00123,2023-03-26,C002,P003,8,49.87,0.15,SR03,R03,339.11599035883
S00124,2020-01-15,C003,P004,8,81.43,0.0,SR03,R01,651.440002441406
S00125,2020-03-05,C003,P003,8,60.14,0.05,SR01,R02,457.063995002866
S00126,2021-06-04,C004,P002,4,94.26,0.1,SR03,R01,339.336007128596
S00127,2023-09-29,C002,P001,1,20.12,0.15,SR03,R03,17.1020005934238
S00128,2023-02-26,C004,P001,2,21.77,0.0,SR02,R03,43.5400009155273
S00129,2021-10-09,C004,P003,4,85.82,0.05,SR03,R03,326.115998584569
S00130,2024-02-04,C001,P001,2,85.81,0.1,SR01,R03,154.457995349735
S00131,2022-12-22,C002,P003,3,52.41,0.1,SR02,R02,141.506999353722
S00132,2023-03-08,C001,P004,9,96.76,0.15,SR01,R03,740.214011151552
S00133,2024-03-02,C001,P002,9,71.15,0.0,SR02,R02,640.35001373291
S00134,2021-08-15,C004,P001,9,98.46,0.1,SR01,R03,797.525991263777
S00135,2021-01-26,C003,P001,7,57.92,0.05,SR03,R02,385.16798752141
S00136,2024-08-25,C002,P004,4,28.15,0.05,SR02,R03,106.969998466522
S00137,2021-02-22,C003,P002,1,50.0,0.15,SR03,R02,42.4999997019768
S00138,2020-10-15,C004,P002,3,98.24,0.0,SR01,R01,294.719993591309
S00139,2021-01-13,C004,P002,8,43.34,0.1,SR01,R02,312.04800058198
S00140,2024-12-01,C004,P004,4,96.13,0.15,SR02,R02,326.841988369703
S00141,2024-02-22,C004,P001,2,81.73,0.0,SR01,R03,163.460006713867
S00142,2020-08-18,C004,P001,8,49.79,0.0,SR01,R03,398.320007324219
S00143,2022-10-14,C004,P002,7,58.77,0.1,SR02,R01,370.251002270892
S00144,2020-02-10,C003,P004,9,64.67,0.15,SR03,R03,494.725482523263
S00145,2022-11-17,C001,P004,2,69.92,0.15,SR02,R02,118.863996053696
S00146,2020-05-14,C003,P004,5,16.9,0.15,SR01,R03,71.8249978750944
S00147,2020-07-19,C002,P002,6,94.02,0.15,SR01,R03,479.501979517222
S00148,2022-02-18,C003,P004,2,63.73,0.0,SR02,R02,127.459999084473
S00149,2022-07-18,C004,P002,2,93.8,0.15,SR02,R01,159.460004069805
S00150,2022-11-22,C003,P002,4,66.87,0.15,SR03,R03,227.358007744074
S00151,2022-12-07,C001,P002,8,48.79,0.1,SR01,R03,351.288006010175
S00152,2021-05-17,C002,P003,5,61.02,0.05,SR01,R02,289.84500194706
S00153,2021-02-10,C003,P002,9,84.66,0.0,SR03,R01,761.940032958984
S00154,2024-05-16,C001,P004,4,39.35,0.1,SR02,R01,141.659994272292
S00155,2024-10-17,C003,P003,3,96.08,0.1,SR02,R03,259.416004514337
S00156,2022-03-15,C002,P001,8,51.94,0.1,SR03,R02,373.967989493132
S00157,2020-04-08,C003,P001,1,96.06,0.0,SR02,R03,96.0599975585938
S00158,2021-11-14,C004,P004,9,89.27,0.05,SR03,R02,763.258470699616
S00159,2021-12-26,C003,P004,4,79.09,0.0,SR02,R02,316.359985351562
S00160,2024-04-19,C001,P004,9,52.07,0.15,SR02,R03,398.335494872153
S00161,2022-08-18,C003,P004,8,62.83,0.05,SR02,R02,477.50801354152
S00162,2024-10-28,C001,P003,3,85.42,0.0,SR03,R03,256.259994506836
S00163,2021-09-04,C002,P004,3,58.97,0.0,SR03,R01,176.910003662109
S00164,2024-01-25,C003,P002,9,76.44,0.15,SR03,R01,584.766014576197
S00165,2021-10-04,C002,P001,3,81.16,0.0,SR01,R03,243.480010986328
S00166,2024-11-27,C002,P004,4,56.18,0.05,SR01,R01,213.484000992239
S00167,2022-10-25,C003,P002,9,58.26,0.1,SR03,R01,471.905985623092
S00168,2023-05-26,C001,P004,4,27.81,0.0,SR01,R01,111.23999786377
S00169,2021-05-17,C002,P002,3,32.03,0.0,SR01,R01,96.0899963378906
S00170,2022-02-05,C002,P003,7,91.44,0.05,SR02,R02,608.076015758455
S00171,2021-02-01,C003,P001,6,85.63,0.0,SR02,R03,513.779983520508
S00172,2022-05-20,C003,P001,1,10.91,0.1,SR02,R03,9.81899984641373
S00173,2022-03-05,C003,P003,8,88.24,0.15,SR01,R01,600.031981266022
S00174,2021-01-27,C003,P002,1,12.27,0.15,SR01,R03,10.4295003159642
S00175,2020-07-25,C003,P004,4,51.25,0.15,SR03,R03,174.249998778105
S00176,2022-11-04,C004,P002,6,16.07,0.1,SR01,R03,86.7779982083738
S00177,2024-04-26,C003,P001,6,97.19,0.15,SR01,R02,495.669008975387
S00178,2022-06-10,C001,P003,7,97.51,0.05,SR03,R01,648.441513697378
S00179,2024-01-24,C002,P003,5,64.98,0.05,SR03,R03,308.655015703365
S00180,2024-09-10,C001,P002,5,45.3,0.1,SR03,R02,203.849996229261
S00181,2024-05-17,C001,P002,4,56.08,0.1,SR02,R01,201.888006257534
S00182,2022-05-13,C004,P003,6,78.61,0.1,SR03,R02,424.49400259307
S00183,2022-01-12,C003,P001,7,30.09,0.05,SR02,R02,200.098500857778
S00184,2023-06-18,C002,P004,1,49.76,0.1,SR01,R02,44.7839984152317
S00185,2021-07-17,C001,P004,9,76.35,0.1,SR01,R03,618.434986616448
S00186,2022-10-17,C003,P002,8,45.59,0.15,SR02,R01,310.011998863697
S00187,2020-04-05,C003,P003,7,12.88,0.1,SR02,R01,81.1440005866289
S00188,2024-10-23,C004,P003,9,55.67,0.0,SR02,R03,501.029983520508
S00189,2021-04-29,C004,P003,3,76.37,0.15,SR01,R01,194.743505638182
S00190,2023-12-01,C004,P001,4,97.91,0.05,SR01,R01,372.058013624221
S00191,2020-08-18,C002,P002,7,13.33,0.05,SR03,R02,88.6444994231239
S00192,2022-01-18,C001,P002,6,58.59,0.05,SR03,R03,333.963000607833
S00193,2024-08-05,C004,P002,2,50.49,0.15,SR01,R02,85.8330022515058
S00194,2023-04-09,C004,P001,2,31.82,0.05,SR03,R01,60.4579993727505
S00195,2021-06-24,C004,P002,7,67.4,0.15,SR03,R01,401.030006266832
S00196,2022-11-25,C001,P004,9,24.73,0.15,SR02,R03,189.184495171487
S00197,2021-06-08,C001,P002,9,35.55,0.0,SR01,R02,319.949993133545
S00198,2023-03-29,C004,P002,7,80.36,0.0,SR02,R02,562.520004272461
S00199,2024-09-18,C004,P002,8,51.44,0.0,SR01,R02,411.519989013672
S00200,2023-06-20,C003,P001,3,99.43,0.0,SR01,R03,298.290000915527
S00201,2023-01-14,C004,P004,1,44.78,0.0,SR02,R02,44.7799987792969
S00202,2024-12-24,C002,P004,7,51.69,0.05,SR01,R02,343.73849059803
S00203,2021-07-31,C002,P003,8,37.02,0.05,SR02,R01,281.352003258348
S00204,2021-11-12,C004,P003,2,31.27,0.05,SR02,R01,59.413000823155
S00205,2021-07-10,C001,P004,9,93.01,0.0,SR01,R02,837.090019226074
S00206,2024-05-16,C003,P002,4,77.39,0.1,SR01,R02,278.603997341454
S00207,2022-10-09,C001,P002,9,40.01,0.05,SR02,R01,342.085485380821
S00208,2021-10-07,C004,P002,3,73.01,0.05,SR03,R03,208.078505925067
S00209,2022-03-06,C002,P001,8,96.92,0.1,SR03,R01,697.82398566103
S00210,2022-11-17,C003,P002,2,16.66,0.0,SR01,R02,33.3199996948242
S00211,2024-07-01,C001,P001,3,33.81,0.15,SR01,R03,86.2155028973222
S00212,2024-04-28,C001,P004,1,28.05,0.1,SR03,R02,25.2449992715567
S00213,2023-09-25,C004,P002,5,88.28,0.1,SR01,R02,397.259993849099
S00214,2024-12-26,C003,P002,4,26.13,0.05,SR01,R02,99.2939967330396
S00215,2023-09-16,C002,P003,1,37.73,0.05,SR03,R03,35.8434995370135
S00216,2024-07-21,C004,P004,9,58.95,0.0,SR01,R02,530.550006866455
S00217,2024-03-09,C003,P002,6,65.9,0.15,SR03,R03,336.090005425215
S00218,2023-10-03,C001,P001,6,82.74,0.15,SR03,R01,421.973986146212
S00219,2024-02-05,C004,P004,2,46.66,0.1,SR03,R03,83.9879995862842
S00220,2023-06-08,C001,P003,7,58.08,0.0,SR01,R02,406.560012817383
S00221,2020-07-08,C001,P004,9,96.89,0.15,SR02,R02,741.208490133226
S00222,2023-06-02,C004,P001,6,36.76,0.1,SR02,R01,198.503990607619
S00223,2023-11-09,C004,P003,8,32.33,0.05,SR02,R01,245.708013723314
S00224,2023-11-01,C004,P001,5,73.95,0.15,SR01,R01,314.287484826148
S00225,2023-07-30,C004,P004,2,79.4,0.1,SR01,R03,142.920002509952
S00226,2021-09-24,C004,P003,4,47.33,0.15,SR01,R03,160.922005097151
S00227,2021-09-19,C001,P001,1,29.17,0.0,SR01,R03,29.1700000762939
S00228,2022-08-30,C002,P004,1,80.1,0.1,SR02,R03,72.0899985073507
S00229,2024-11-03,C002,P001,6,70.34,0.0,SR03,R01,422.039978027344
S00230,2023-07-06,C004,P002,2,88.86,0.1,SR01,R02,159.948000833809
S00231,2023-10-14,C001,P004,6,85.99,0.05,SR01,R02,490.142987439081
S00232,2021-12-10,C002,P003,1,28.47,0.15,SR01,R03,24.1994992466569
S00233,2024-01-19,C002,P003,3,84.91,0.05,SR03,R01,241.993510247223
S00234,2023-12-05,C002,P002,9,25.77,0.0,SR02,R01,231.930004119873
S00235,2021-10-10,C001,P001,2,87.73,0.15,SR01,R01,149.141004660964
S00236,2020-11-13,C004,P001,8,79.33,0.05,SR02,R02,602.908013443172
S00237,2024-08-27,C004,P003,6,61.29,0.1,SR01,R02,330.966004395872
S00238,2023-06-02,C004,P001,6,67.8,0.1,SR02,R03,366.120015873313
S00239,2023-06-11,C003,P004,7,19.37,0.05,SR01,R02,128.81050547988
S00240,2021-11-14,C003,P004,5,13.59,0.15,SR02,R01,57.757500243485
S00241,2021-10-25,C003,P003,4,39.76,0.0,SR01,R02,159.039993286133
S00242,2023-10-29,C001,P004,6,83.93,0.1,SR01,R02,453.222000897557
S00243,2024-08-22,C002,P003,8,51.92,0.0,SR02,R02,415.359985351562
S00244,2024-06-19,C002,P001,4,30.11,0.15,SR02,R03,102.374001357317
S00245,2024-02-04,C001,P001,5,85.11,0.15,SR03,R02,361.717500057518
S00246,2023-06-10,C001,P001,7,30.58,0.1,SR03,R03,192.653999200374
S00247,2024-09-11,C004,P002,6,83.39,0.0,SR03,R02,500.339996337891
S00248,2023-02-10,C004,P003,4,50.77,0.15,SR03,R03,172.618000345945
S00249,2024-02-29,C003,P004,4,51.71,0.0,SR02,R01,206.839996337891
S00250,2021-03-17,C003,P001,4,34.54,0.1,SR03,R01,124.344003090024
S00251,2021-07-17,C001,P002,1,91.02,0.1,SR01,R01,81.9179968431294
S00252,2023-07-15,C003,P004,5,17.99,0.15,SR02,R03,76.4574984911084
S00253,2024-03-13,C002,P004,8,23.0,0.15,SR01,R01,156.399998903275
S00254,2023-11-10,C001,P004,7,67.23,0.0,SR03,R03,470.610023498535
S00255,2023-11-11,C001,P001,5,86.51,0.15,SR03,R03,367.667506500781
S00256,2023-02-10,C002,P004,3,18.59,0.1,SR03,R03,50.1930003288835
S00257,2024-06-24,C004,P003,1,76.04,0.15,SR02,R01,64.6340003249645
S00258,2024-07-06,C004,P002,7,76.83,0.05,SR01,R03,510.919511775814
S00259,2022-08-09,C002,P004,3,62.34,0.1,SR01,R02,168.318000133306
S00260,2023-01-09,C002,P004,4,53.81,0.0,SR02,R01,215.240005493164
S00261,2021-11-29,C003,P003,5,38.9,0.15,SR03,R02,165.325005325675
S00262,2020-04-22,C001,P004,8,41.63,0.15,SR03,R01,283.08400527811
S00263,2020-01-02,C003,P001,7,70.7,0.1,SR02,R03,445.409980036467
S00264,2021-10-03,C002,P001,9,15.88,0.1,SR01,R03,128.628000714004
S00265,2020-08-07,C003,P001,3,62.64,0.0,SR01,R03,187.919998168945
S00266,2024-05-08,C002,P004,1,35.09,0.1,SR01,R01,31.5810000850409
S00267,2022-05-04,C003,P002,1,51.99,0.0,SR01,R01,51.9900016784668
S00268,2024-10-25,C003,P002,1,60.31,0.15,SR03,R03,51.2635008078217
S00269,2023-06-02,C004,P004,2,89.71,0.0,SR03,R01,179.419998168945
S00270,2021-01-19,C002,P002,2,62.12,0.0,SR02,R02,124.23999786377
S00271,2023-11-27,C003,P002,7,30.44,0.0,SR02,R03,213.080003738403
S00272,2024-07-19,C001,P004,9,17.15,0.15,SR02,R02,131.197496161759
S00273,2023-02-27,C003,P001,8,66.43,0.05,SR03,R02,504.868001923382
S00274,2022-12-12,C003,P004,4,59.05,0.05,SR03,R01,224.389996924847
S00275,2024-09-03,C001,P001,2,70.46,0.0,SR03,R02,140.919998168945
S00276,2021-12-30,C002,P001,3,51.35,0.1,SR02,R03,138.644995650575
S00277,2024-08-22,C004,P002,5,84.26,0.05,SR03,R02,400.235009833202
S00278,2024-09-29,C004,P002,9,92.82,0.15,SR01,R01,710.072992686152
S00279,2023-12-10,C004,P001,8,13.6,0.0,SR03,R01,108.800003051758
S00280,2020-09-03,C001,P001,3,76.97,0.05,SR01,R03,219.364503306963
S00281,2022-04-15,C003,P002,9,13.16,0.15,SR01,R03,100.673998126745
S00282,2024-01-02,C002,P003,3,50.06,0.0,SR01,R03,150.180004119873
S00283,2020-07-21,C003,P001,8,51.54,0.05,SR03,R03,391.704006650805
S00284,2023-04-22,C004,P001,1,72.66,0.0,SR02,R03,72.6600036621094
S00285,2020-05-02,C003,P001,4,41.72,0.05,SR01,R02,158.536004514337
S00286,2021-02-04,C001,P002,4,83.88,0.05,SR01,R02,318.743989313006
S00287,2022-02-05,C001,P004,6,40.86,0.1,SR03,R01,220.644002930582
S00288,2020-10-20,C002,P001,2,40.83,0.05,SR03,R02,77.5770034181625
S00289,2020-10-06,C002,P001,7,30.05,0.1,SR01,R03,189.314994880036
S00290,2022-06-02,C004,P001,5,71.55,0.15,SR02,R03,304.087510837614
S00291,2024-06-21,C002,P004,6,16.89,0.05,SR03,R01,96.2729964454919
S00292,2020-07-16,C003,P004,6,42.67,0.0,SR01,R03,256.019989013672
S00293,2022-09-08,C001,P001,6,34.02,0.1,SR02,R01,183.708002167761
S00294,2024-03-14,C001,P001,8,30.64,0.05,SR03,R02,232.863995178699
S00295,2022-01-21,C001,P003,4,15.49,0.1,SR02,R02,55.7639990836978
S00296,2020-05-23,C002,P004,8,27.13,0.0,SR01,R02,217.039993286133
S00297,2021-08-31,C001,P003,9,50.16,0.0,SR02,R01,451.439998626709
S00298,2023-05-09,C001,P001,4,55.34,0.0,SR01,R03,221.360000610352
S00299,2023-02-21,C001,P001,1,34.26,0.15,SR03,R01,29.1209983690977
S00300,2020-07-05,C004,P001,3,68.52,0.15,SR01,R02,174.725990214586
S00301,2023-09-11,C004,P001,1,40.22,0.0,SR01,R01,40.2200012207031
S00302,2021-04-08,C002,P002,7,43.05,0.15,SR03,R03,256.147493664324
S00303,2023-10-04,C001,P002,1,80.44,0.15,SR01,R01,68.3740015957355
S00304,2024-11-29,C002,P002,4,59.68,0.15,SR02,R02,202.911999614716
S00305,2021-10-21,C001,P003,1,95.79,0.15,SR03,R03,81.4215002072453
S00306,2022-02-02,C001,P004,2,42.34,0.15,SR02,R02,71.9779997546673
S00307,2022-08-12,C001,P001,1,84.51,0.15,SR03,R03,71.833501312077
S00308,2021-02-06,C002,P004,5,76.45,0.0,SR01,R03,382.249984741211
S00309,2023-10-01,C002,P002,7,90.12,0.15,SR02,R02,536.214012582064
S00310,2024-03-14,C001,P001,3,96.11,0.15,SR03,R02,245.080499837816
S00311,2020-05-26,C003,P001,8,10.69,0.1,SR02,R02,76.967996851325
S00312,2023-03-17,C002,P003,5,17.95,0.1,SR03,R01,80.7750032994896
S00313,2022-05-13,C004,P004,5,70.69,0.15,SR03,R02,300.43250826925
S00314,2024-09-30,C002,P003,5,45.12,0.05,SR02,R03,214.319994758368
S00315,2021-05-03,C001,P002,8,83.72,0.05,SR02,R01,636.272008778334
S00316,2022-07-17,C003,P004,2,11.08,0.15,SR02,R01,18.8359997382164
S00317,2024-07-21,C001,P002,2,82.63,0.0,SR02,R01,165.259994506836
S00318,2021-07-04,C004,P003,8,22.17,0.0,SR03,R01,177.360000610352
S00319,2020-12-03,C002,P003,9,36.12,0.1,SR02,R01,292.57199086386
S00320,2022-05-21,C002,P001,2,97.22,0.0,SR02,R01,194.440002441406
S00321,2021-10-02,C001,P004,4,14.64,0.0,SR02,R02,58.560001373291
S00322,2024-12-07,C001,P004,8,41.41,0.0,SR02,R03,331.279998779297
S00323,2021-04-17,C004,P001,2,17.61,0.15,SR02,R02,29.9370008276701
S00324,2020-05-30,C003,P004,4,86.82,0.15,SR02,R03,295.187996892452
S00325,2023-12-09,C004,P002,1,73.27,0.05,SR01,R01,69.6064967563227
S00326,2023-08-14,C003,P002,2,82.03,0.1,SR01,R02,147.653997558266
S00327,2024-06-22,C002,P003,7,57.46,0.05,SR03,R02,382.108993612066
S00328,2020-09-19,C003,P002,1,42.19,0.0,SR02,R02,42.189998626709
S00329,2024-11-22,C003,P004,1,10.2,0.0,SR02,R03,10.1999998092651
S00330,2020-05-23,C002,P001,2,35.01,0.05,SR03,R01,66.5189967587441
S00331,2020-12-11,C002,P003,4,56.31,0.05,SR02,R01,213.978005050689
S00332,2021-09-15,C002,P001,7,69.79,0.15,SR02,R01,415.250502535522
S00333,2022-10-13,C004,P003,4,30.6,0.15,SR02,R03,104.040000567436
S00334,2024-05-14,C002,P003,5,22.5,0.1,SR01,R02,101.249999832362
S00335,2022-05-30,C001,P001,4,28.15,0.15,SR02,R03,95.7099980318546
S00336,2020-01-02,C002,P002,4,41.87,0.0,SR01,R01,167.479995727539
S00337,2022-06-15,C002,P002,9,23.35,0.0,SR02,R03,210.150003433228
